uniprot_id,name,length,organism,in_alphafold,downloaded
A0A075IRU0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRU7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRV1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRV3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRV8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRW2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRW6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,267,uncultured bacterium,True,True
A0A075IRW9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRX2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRX6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRX8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,255,uncultured bacterium,True,True
A0A075IRX9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IRY3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IRZ0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IRZ6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS01,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS05,"Ribulose-1,5-bisphosphate carboxylase/oxygenase form I large subunit",344,uncultured bacterium,True,True
A0A075IS10,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS14,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS31,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS41,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS64,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS72,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS78,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS80,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS84,"Ribulose-1,5-bisphosphate carboxylase/oxygenase form I large subunit",344,uncultured bacterium,True,True
A0A075IS91,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS94,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IS98,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISA0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISA4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISA7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISB1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISB4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISC1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISC4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISC6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075ISD2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISD6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISE2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISE7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISE9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISF3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISF5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISG0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISG3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISG6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISG9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISH3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISH5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISH9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISI5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISJ0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISJ1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISJ6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISK0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISK3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISL0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISL4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISL7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISM4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISM9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISN6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISN8,Ribulose bisphosphate carboxylase large chain,176,Fabaceae sp. RP-2014,True,True
A0A075ISN9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISP4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISP8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISQ1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISQ5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISQ9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISR3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISR6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISR9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISS2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISS4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISS6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IST1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IST6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IST8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISU1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISU4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISU5,Ribulose bisphosphate carboxylase large chain,189,Mikania sp. RP-2014,True,True
A0A075ISU7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISV0,Ribulose bisphosphate carboxylase large chain,176,Sorocea sp. RP-2014,True,True
A0A075ISV1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISV4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISV8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISW1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISW7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISX0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISX4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075ISX8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ISY3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ISY8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ISY9,Ribulose bisphosphate carboxylase large chain,184,Passiflora sp. RP-2014,True,True
A0A075ISZ1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ISZ6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT00,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,256,uncultured bacterium,True,True
A0A075IT01,Ribulose bisphosphate carboxylase large chain,184,Senna sp. RP-2014,True,True
A0A075IT03,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT08,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT12,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT17,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT22,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT26,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT30,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT32,Ribulose bisphosphate carboxylase large chain,163,Ageratum conyzoides,True,True
A0A075IT39,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT43,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT49,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT55,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT60,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT65,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT69,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT73,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT76,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT80,Ribulose bisphosphate carboxylase large chain,119,Pfaffia dunaliana,True,True
A0A075IT81,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IT85,Ribulose bisphosphate carboxylase large chain,176,Monteverdia ilicifolia,True,True
A0A075IT97,Ribulose bisphosphate carboxylase large chain,184,Senna sp. RP-2014,True,True
A0A075ITA4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITB5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITC0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITC5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITD0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITD2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITE1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITE4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITE6,Ribulose bisphosphate carboxylase large chain,163,Asteraceae sp. RP-2014,True,True
A0A075ITE8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITF1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITF2,Ribulose bisphosphate carboxylase large chain,163,Stellaria sp. RP-2014,True,True
A0A075ITF5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITG0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITG4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITG8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITH2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITH5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITH8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITI6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITJ1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITJ4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075ITJ9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IU85,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IU90,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IU92,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IU97,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUA0,Ribulose bisphosphate carboxylase large chain,176,Maytenus sp. RP-2014,True,True
A0A075IUA1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUA3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUA4,Ribulose bisphosphate carboxylase large chain,176,Sorocea affinis,True,True
A0A075IUA7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUB0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUB3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUC1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUC5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUC8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUD8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUE4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUE7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUE9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUF1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUF4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUF6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUG0,"Ribulose-1,5-bisphosphate carboxylase/oxygenase form I large subunit",344,uncultured bacterium,True,True
A0A075IUG2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUG4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUG7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUG8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUH1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,344,uncultured bacterium,True,True
A0A075IUH3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUH6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUH9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUI1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUI5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUI9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUJ2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUJ7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUK0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUK7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUL2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUL4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUL8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUM2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUM5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUM9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUN4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUN6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUP0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUP4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUP6,Ribulose bisphosphate carboxylase large chain,184,Passiflora sp. RP-2014,True,True
A0A075IUP7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUP9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUQ2,Ribulose bisphosphate carboxylase large chain,184,Passiflora sp. RP-2014,True,True
A0A075IUQ3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUQ7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUR1,Ribulose bisphosphate carboxylase large chain,184,Passiflora sp. RP-2014,True,True
A0A075IUR5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUR7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUS1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUS2,Ribulose bisphosphate carboxylase large chain,175,Macledium zeyheri,True,True
A0A075IUS6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUT0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUT3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUT7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUU1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUU5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUU7,"Ribulose-1,5-biphosphate carboxylase/oxygenase large subunit",163,unidentified,True,True
A0A075IUV0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUV5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUV9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUW4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUW8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUX3,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUX7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUY2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUY7,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUZ4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IUZ9,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV05,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV09,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV14,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV17,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV22,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV26,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV31,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV39,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV42,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV47,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,271,uncultured bacterium,True,True
A0A075IV52,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV60,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV68,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV73,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV78,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV82,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV85,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV90,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV95,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IV99,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVA2,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVA6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVB1,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVB6,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVC0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVC5,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVD0,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVD4,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
A0A075IVD8,Ribulose bisphosphate carboxylase large subunit C-terminal domain-containing protein,266,uncultured bacterium,True,True
